row_index,InvoiceNo,InvoiceDate,InvoiceDateMax,CustomerID,Country,CustomerValueCount,CountryValueCount,SourceLineCount,UniqueProducts,TotalQuantity,AggregatedSourceLineCount,HasCustomerConflict,HasCountryConflict
789,538195,2010-12-10 10:52:00,2010-12-10 10:52:00,15061.0,United Kingdom,1,1,2,2,50,2,False,False
790,538197,2010-12-10 10:56:00,2010-12-10 10:56:00,14419.0,United Kingdom,1,1,21,20,55,21,False,False
791,538198,2010-12-10 11:01:00,2010-12-10 11:01:00,17827.0,United Kingdom,1,1,87,87,659,87,False,False
792,538199,2010-12-10 11:02:00,2010-12-10 11:02:00,14082.0,United Kingdom,1,1,29,28,110,29,False,False
793,538200,2010-12-10 11:11:00,2010-12-10 11:11:00,17912.0,United Kingdom,1,1,14,14,56,14,False,False
794,538201,2010-12-10 11:12:00,2010-12-10 11:12:00,15723.0,United Kingdom,1,1,38,37,73,38,False,False
795,538202,2010-12-10 11:19:00,2010-12-10 11:19:00,14667.0,United Kingdom,1,1,18,18,139,18,False,False
796,538203,2010-12-10 11:21:00,2010-12-10 11:21:00,13767.0,United Kingdom,1,1,8,8,116,8,False,False
797,538204,2010-12-10 11:23:00,2010-12-10 11:23:00,16656.0,United Kingdom,1,1,4,4,396,4,False,False
798,538205,2010-12-10 11:24:00,2010-12-10 11:24:00,12748.0,United Kingdom,1,1,60,60,270,60,False,False
799,538206,2010-12-10 11:31:00,2010-12-10 11:31:00,17827.0,United Kingdom,1,1,15,15,44,15,False,False
800,538207,2010-12-10 11:33:00,2010-12-10 11:33:00,12748.0,United Kingdom,1,1,54,54,259,54,False,False
801,538208,2010-12-10 11:39:00,2010-12-10 11:39:00,14037.0,United Kingdom,1,1,26,26,34,26,False,False
802,538209,2010-12-10 11:42:00,2010-12-10 11:42:00,12748.0,United Kingdom,1,1,41,41,104,41,False,False
803,538210,2010-12-10 11:44:00,2010-12-10 11:44:00,14256.0,United Kingdom,1,1,32,32,302,32,False,False
804,538211,2010-12-10 11:47:00,2010-12-10 11:47:00,17690.0,United Kingdom,1,1,8,8,60,8,False,False
805,538216,2010-12-10 11:51:00,2010-12-10 11:51:00,14543.0,United Kingdom,1,1,5,5,40,5,False,False
806,538240,2010-12-10 12:00:00,2010-12-10 12:00:00,16062.0,United Kingdom,1,1,7,7,124,7,False,False
807,538248,2010-12-10 12:14:00,2010-12-10 12:14:00,18116.0,United Kingdom,1,1,38,36,73,38,False,False
808,538250,2010-12-10 12:20:00,2010-12-10 12:20:00,18118.0,United Kingdom,1,1,33,33,59,33,False,False
809,538252,2010-12-10 12:29:00,2010-12-10 12:29:00,16019.0,United Kingdom,1,1,8,8,60,8,False,False
810,538260,2010-12-10 12:42:00,2010-12-10 12:42:00,18178.0,United Kingdom,1,1,16,16,105,16,False,False
811,538263,2010-12-10 12:44:00,2010-12-10 12:44:00,18065.0,United Kingdom,1,1,14,14,132,14,False,False
812,538268,2010-12-10 12:45:00,2010-12-10 12:45:00,18065.0,United Kingdom,1,1,7,7,52,7,False,False
813,538279,2010-12-10 12:48:00,2010-12-10 12:48:00,14952.0,United Kingdom,1,1,7,7,472,7,False,False
814,538280,2010-12-10 12:50:00,2010-12-10 12:50:00,12748.0,United Kingdom,1,1,11,11,418,11,False,False
815,538283,2010-12-10 12:56:00,2010-12-10 12:56:00,12748.0,United Kingdom,1,1,4,4,7,4,False,False
816,538288,2010-12-10 12:58:00,2010-12-10 12:58:00,12748.0,United Kingdom,1,1,1,1,2,1,False,False
817,538296,2010-12-10 13:06:00,2010-12-10 13:06:00,13148.0,United Kingdom,1,1,18,18,178,18,False,False
818,538306,2010-12-10 13:24:00,2010-12-10 13:24:00,12989.0,United Kingdom,1,1,1,1,30,1,False,False
819,538307,2010-12-10 13:27:00,2010-12-10 13:27:00,14667.0,United Kingdom,1,1,38,38,79,38,False,False
820,538308,2010-12-10 13:29:00,2010-12-10 13:29:00,14107.0,United Kingdom,1,1,16,16,268,16,False,False
821,538309,2010-12-10 13:32:00,2010-12-10 13:32:00,15881.0,United Kingdom,1,1,3,3,55,3,False,False
822,538310,2010-12-10 13:44:00,2010-12-10 13:44:00,15529.0,United Kingdom,1,1,2,2,20,2,False,False
823,538312,2010-12-10 13:48:00,2010-12-10 13:48:00,16727.0,United Kingdom,1,1,44,41,167,44,False,False
824,538313,2010-12-10 13:50:00,2010-12-10 13:50:00,15514.0,United Kingdom,1,1,30,23,290,30,False,False
825,538327,2010-12-10 13:58:00,2010-12-10 13:58:00,15514.0,United Kingdom,1,1,22,22,226,22,False,False
826,538342,2010-12-10 14:04:00,2010-12-10 14:04:00,15514.0,United Kingdom,1,1,1,1,47,1,False,False
827,538343,2010-12-10 14:29:00,2010-12-10 14:29:00,13448.0,United Kingdom,1,1,16,16,170,16,False,False
828,538345,2010-12-10 14:45:00,2010-12-10 14:45:00,13787.0,United Kingdom,1,1,7,7,56,7,False,False
829,538346,2010-12-10 14:53:00,2010-12-10 14:53:00,17865.0,United Kingdom,1,1,36,36,387,36,False,False
830,538347,2010-12-10 14:54:00,2010-12-10 14:54:00,17220.0,United Kingdom,1,1,32,31,83,32,False,False
831,538349,2010-12-10 14:59:00,2010-12-10 14:59:00,,United Kingdom,0,1,619,606,1503,619,False,False
832,538351,2010-12-10 15:17:00,2010-12-10 15:17:00,,United Kingdom,0,1,140,140,2229,140,False,False
833,538352,2010-12-10 15:21:00,2010-12-10 15:21:00,16565.0,United Kingdom,1,1,3,3,46,3,False,False
834,538353,2010-12-10 15:31:00,2010-12-10 15:31:00,13798.0,United Kingdom,1,1,38,37,2420,38,False,False
835,538354,2010-12-10 15:45:00,2010-12-10 15:45:00,16873.0,United Kingdom,1,1,68,68,1040,68,False,False
836,538355,2010-12-10 15:49:00,2010-12-10 15:49:00,17912.0,United Kingdom,1,1,1,1,2,1,False,False
837,538356,2010-12-10 15:56:00,2010-12-10 15:56:00,14062.0,United Kingdom,1,1,21,21,712,21,False,False
838,538358,2010-12-10 16:09:00,2010-12-10 16:09:00,,United Kingdom,0,1,6,6,6,6,False,False
839,538361,2010-12-10 16:36:00,2010-12-10 16:36:00,17757.0,United Kingdom,1,1,26,26,59,26,False,False
840,538363,2010-12-10 17:14:00,2010-12-10 17:14:00,18016.0,United Kingdom,1,1,19,19,65,19,False,False
841,538364,2010-12-10 17:26:00,2010-12-10 17:26:00,14448.0,United Kingdom,1,1,18,18,44,18,False,False
842,538365,2010-12-12 10:11:00,2010-12-12 10:11:00,17243.0,United Kingdom,1,1,19,18,100,19,False,False
843,538366,2010-12-12 10:47:00,2010-12-12 10:47:00,18109.0,United Kingdom,1,1,7,7,44,7,False,False
844,538367,2010-12-12 10:48:00,2010-12-12 10:48:00,14800.0,United Kingdom,1,1,43,42,635,43,False,False
845,538368,2010-12-12 10:57:00,2010-12-12 10:57:00,15503.0,United Kingdom,1,1,66,66,70,66,False,False
846,538369,2010-12-12 11:06:00,2010-12-12 11:06:00,17251.0,United Kingdom,1,1,37,37,108,37,False,False
847,538370,2010-12-12 11:06:00,2010-12-12 11:06:00,16923.0,United Kingdom,1,1,50,47,218,50,False,False
848,538371,2010-12-12 11:07:00,2010-12-12 11:07:00,15570.0,United Kingdom,1,1,37,34,193,37,False,False
849,538374,2010-12-12 11:17:00,2010-12-12 11:17:00,14159.0,United Kingdom,1,1,50,50,112,50,False,False
850,538378,2010-12-12 11:26:00,2010-12-12 11:26:00,14577.0,United Kingdom,1,1,38,34,131,38,False,False
851,538379,2010-12-12 11:26:00,2010-12-12 11:26:00,17126.0,United Kingdom,1,1,53,50,79,53,False,False
852,538382,2010-12-12 11:37:00,2010-12-12 11:37:00,17218.0,United Kingdom,1,1,37,37,84,37,False,False
853,538403,2010-12-12 11:46:00,2010-12-12 11:46:00,17211.0,United Kingdom,1,1,22,22,196,22,False,False
854,538409,2010-12-12 11:49:00,2010-12-12 11:49:00,17236.0,United Kingdom,1,1,9,9,67,9,False,False
855,538417,2010-12-12 11:54:00,2010-12-12 11:54:00,16393.0,United Kingdom,1,1,10,10,51,10,False,False
856,538418,2010-12-12 12:00:00,2010-12-12 12:00:00,17372.0,United Kingdom,1,1,45,44,127,45,False,False
857,538419,2010-12-12 12:01:00,2010-12-12 12:01:00,16367.0,United Kingdom,1,1,34,33,87,34,False,False
858,538420,2010-12-12 12:03:00,2010-12-12 12:03:00,12875.0,United Kingdom,1,1,1,1,1728,1,False,False
859,538421,2010-12-12 12:08:00,2010-12-12 12:08:00,17917.0,United Kingdom,1,1,28,28,55,28,False,False
860,538437,2010-12-12 12:18:00,2010-12-12 12:18:00,16010.0,United Kingdom,1,1,24,24,46,24,False,False
861,538449,2010-12-12 12:24:00,2010-12-12 12:24:00,17085.0,United Kingdom,1,1,53,53,227,53,False,False
862,538453,2010-12-12 12:26:00,2010-12-12 12:26:00,16779.0,United Kingdom,1,1,27,26,195,27,False,False
863,538470,2010-12-12 12:34:00,2010-12-12 12:34:00,15224.0,United Kingdom,1,1,2,2,2,2,False,False
864,538473,2010-12-12 12:35:00,2010-12-12 12:35:00,13668.0,United Kingdom,1,1,14,14,66,14,False,False
865,538488,2010-12-12 12:41:00,2010-12-12 12:41:00,13715.0,United Kingdom,1,1,28,28,119,28,False,False
866,538497,2010-12-12 12:44:00,2010-12-12 12:44:00,14684.0,United Kingdom,1,1,44,44,70,44,False,False
867,538499,2010-12-12 12:46:00,2010-12-12 12:46:00,17819.0,United Kingdom,1,1,2,2,35,2,False,False
868,538501,2010-12-12 12:51:00,2010-12-12 12:51:00,13715.0,United Kingdom,1,1,1,1,2,1,False,False
869,538503,2010-12-12 12:56:00,2010-12-12 12:56:00,17188.0,United Kingdom,1,1,6,6,174,6,False,False
870,538504,2010-12-12 13:01:00,2010-12-12 13:01:00,16011.0,United Kingdom,1,1,17,16,97,17,False,False
871,538507,2010-12-12 13:26:00,2010-12-12 13:26:00,15547.0,United Kingdom,1,1,56,54,559,56,False,False
872,538508,2010-12-12 13:32:00,2010-12-12 13:32:00,15998.0,United Kingdom,1,1,118,118,466,118,False,False
873,538509,2010-12-12 13:37:00,2010-12-12 13:37:00,14413.0,United Kingdom,1,1,22,22,67,22,False,False
874,538510,2010-12-12 13:47:00,2010-12-12 13:47:00,18004.0,United Kingdom,1,1,37,32,75,37,False,False
875,538511,2010-12-12 13:56:00,2010-12-12 13:56:00,13959.0,United Kingdom,1,1,16,16,118,16,False,False
876,538512,2010-12-12 14:03:00,2010-12-12 14:03:00,16665.0,United Kingdom,1,1,9,9,59,9,False,False
877,538513,2010-12-12 14:21:00,2010-12-12 14:21:00,15454.0,United Kingdom,1,1,25,23,86,25,False,False
878,538514,2010-12-12 14:27:00,2010-12-12 14:27:00,15044.0,United Kingdom,1,1,50,47,303,50,False,False
879,538515,2010-12-12 14:43:00,2010-12-12 14:43:00,17937.0,United Kingdom,1,1,13,13,564,13,False,False
880,538516,2010-12-12 14:49:00,2010-12-12 14:49:00,14608.0,United Kingdom,1,1,1,1,48,1,False,False
881,538517,2010-12-12 16:05:00,2010-12-12 16:05:00,17618.0,United Kingdom,1,1,42,41,149,42,False,False
882,538518,2010-12-12 16:14:00,2010-12-12 16:14:00,14505.0,United Kingdom,1,1,133,126,506,133,False,False
883,538519,2010-12-12 16:20:00,2010-12-12 16:20:00,18037.0,United Kingdom,1,1,6,6,6,6,False,False
884,538520,2010-12-12 16:21:00,2010-12-12 16:21:00,,United Kingdom,0,1,3,3,4,3,False,False
885,538521,2010-12-13 09:02:00,2010-12-13 09:02:00,14180.0,United Kingdom,1,1,17,17,56,17,False,False
886,538522,2010-12-13 09:09:00,2010-12-13 09:09:00,16210.0,United Kingdom,1,1,6,6,552,6,False,False
887,538523,2010-12-13 09:29:00,2010-12-13 09:29:00,13198.0,United Kingdom,1,1,24,24,270,24,False,False
888,538524,2010-12-13 09:35:00,2010-12-13 09:35:00,,United Kingdom,0,1,489,487,1302,489,False,False
889,538526,2010-12-13 09:49:00,2010-12-13 09:49:00,13225.0,United Kingdom,1,1,4,4,864,4,False,False
890,538527,2010-12-13 09:52:00,2010-12-13 09:52:00,15361.0,United Kingdom,1,1,7,7,336,7,False,False
891,538528,2010-12-13 09:57:00,2010-12-13 09:57:00,15689.0,United Kingdom,1,1,6,6,56,6,False,False
892,538529,2010-12-13 10:24:00,2010-12-13 10:24:00,14290.0,United Kingdom,1,1,23,23,220,23,False,False
893,538532,2010-12-13 10:31:00,2010-12-13 10:31:00,13209.0,United Kingdom,1,1,13,13,117,13,False,False
894,538533,2010-12-13 10:31:00,2010-12-13 10:31:00,14796.0,United Kingdom,1,1,37,36,238,37,False,False
895,538534,2010-12-13 10:36:00,2010-12-13 10:36:00,15881.0,United Kingdom,1,1,1,1,48,1,False,False
896,538535,2010-12-13 10:39:00,2010-12-13 10:39:00,17790.0,United Kingdom,1,1,7,7,61,7,False,False
897,538537,2010-12-13 10:41:00,2010-12-13 10:41:00,12747.0,United Kingdom,1,1,8,8,105,8,False,False
898,538541,2010-12-13 10:46:00,2010-12-13 10:46:00,17428.0,United Kingdom,1,1,15,15,227,15,False,False
899,538557,2010-12-13 10:52:00,2010-12-13 10:52:00,17790.0,United Kingdom,1,1,2,2,4,2,False,False
900,538558,2010-12-13 10:58:00,2010-12-13 10:58:00,13069.0,United Kingdom,1,1,34,34,562,34,False,False
901,538565,2010-12-13 11:11:00,2010-12-13 11:11:00,13069.0,United Kingdom,1,1,1,1,2,1,False,False
902,538566,2010-12-13 11:21:00,2010-12-13 11:21:00,,United Kingdom,0,1,473,470,1033,473,False,False
903,538567,2010-12-13 11:23:00,2010-12-13 11:23:00,13999.0,United Kingdom,1,1,17,17,265,17,False,False
904,538576,2010-12-13 11:29:00,2010-12-13 11:29:00,14498.0,United Kingdom,1,1,14,13,70,14,False,False
905,538591,2010-12-13 11:44:00,2010-12-13 11:44:00,14741.0,United Kingdom,1,1,10,10,296,10,False,False
906,538592,2010-12-13 11:47:00,2010-12-13 11:47:00,15854.0,United Kingdom,1,1,15,15,92,15,False,False
907,538593,2010-12-13 11:51:00,2010-12-13 11:51:00,16701.0,United Kingdom,1,1,11,11,366,11,False,False
908,538594,2010-12-13 11:57:00,2010-12-13 11:57:00,16927.0,United Kingdom,1,1,2,2,490,2,False,False
909,538596,2010-12-13 12:10:00,2010-12-13 12:10:00,17990.0,United Kingdom,1,1,7,7,72,7,False,False
910,538597,2010-12-13 12:26:00,2010-12-13 12:26:00,15555.0,United Kingdom,1,1,25,25,195,25,False,False
911,538625,2010-12-13 12:50:00,2010-12-13 12:50:00,14544.0,United Kingdom,1,1,54,53,836,54,False,False
912,538626,2010-12-13 12:57:00,2010-12-13 12:57:00,17338.0,United Kingdom,1,1,56,55,336,56,False,False
913,538627,2010-12-13 12:59:00,2010-12-13 12:59:00,,United Kingdom,0,1,7,7,12,7,False,False
914,538629,2010-12-13 13:10:00,2010-12-13 13:10:00,17799.0,United Kingdom,1,1,33,30,133,33,False,False
915,538630,2010-12-13 13:25:00,2010-12-13 13:25:00,14565.0,United Kingdom,1,1,54,54,640,54,False,False
916,538631,2010-12-13 13:27:00,2010-12-13 13:27:00,13408.0,United Kingdom,1,1,9,9,440,9,False,False
917,538633,2010-12-13 13:28:00,2010-12-13 13:28:00,16726.0,United Kingdom,1,1,20,20,57,20,False,False
918,538634,2010-12-13 13:28:00,2010-12-13 13:28:00,14085.0,United Kingdom,1,1,40,38,237,40,False,False
919,538635,2010-12-13 13:32:00,2010-12-13 13:32:00,17303.0,United Kingdom,1,1,53,53,144,53,False,False
920,538636,2010-12-13 13:50:00,2010-12-13 13:50:00,14639.0,United Kingdom,1,1,41,41,272,41,False,False
921,538637,2010-12-13 13:52:00,2010-12-13 13:52:00,17611.0,United Kingdom,1,1,44,44,129,44,False,False
922,538638,2010-12-13 14:16:00,2010-12-13 14:16:00,17231.0,United Kingdom,1,1,52,50,116,52,False,False
923,538639,2010-12-13 14:24:00,2010-12-13 14:24:00,17179.0,United Kingdom,1,1,20,20,98,20,False,False
924,538640,2010-12-13 14:32:00,2010-12-13 14:32:00,17524.0,United Kingdom,1,1,6,6,90,6,False,False
925,538641,2010-12-13 14:36:00,2010-12-13 14:36:00,15640.0,United Kingdom,1,1,37,37,772,37,False,False
926,538645,2010-12-13 14:52:00,2010-12-13 14:52:00,13269.0,United Kingdom,1,1,16,16,230,16,False,False
927,538646,2010-12-13 14:55:00,2010-12-13 14:55:00,17293.0,United Kingdom,1,1,14,14,208,14,False,False
928,538648,2010-12-13 14:56:00,2010-12-13 14:56:00,17937.0,United Kingdom,1,1,5,5,240,5,False,False
929,538649,2010-12-13 15:03:00,2010-12-13 15:03:00,,United Kingdom,0,1,2,2,3,2,False,False
930,538651,2010-12-13 15:07:00,2010-12-13 15:07:00,15311.0,United Kingdom,1,1,23,23,78,23,False,False
931,538652,2010-12-13 15:12:00,2010-12-13 15:12:00,17890.0,United Kingdom,1,1,62,61,330,62,False,False
932,538653,2010-12-13 15:12:00,2010-12-13 15:12:00,13089.0,United Kingdom,1,1,18,18,504,18,False,False
933,538654,2010-12-13 15:13:00,2010-12-13 15:13:00,13089.0,United Kingdom,1,1,5,5,26,5,False,False
934,538655,2010-12-13 15:16:00,2010-12-13 15:16:00,17375.0,United Kingdom,1,1,21,21,69,21,False,False
935,538656,2010-12-13 15:20:00,2010-12-13 15:20:00,17371.0,United Kingdom,1,1,7,7,39,7,False,False
936,538657,2010-12-13 15:26:00,2010-12-13 15:26:00,15867.0,United Kingdom,1,1,16,16,63,16,False,False
937,538658,2010-12-13 15:34:00,2010-12-13 15:34:00,17969.0,United Kingdom,1,1,7,7,131,7,False,False
938,538659,2010-12-13 15:36:00,2010-12-13 15:36:00,14625.0,United Kingdom,1,1,34,34,255,34,False,False
939,538660,2010-12-13 15:37:00,2010-12-13 15:37:00,15808.0,United Kingdom,1,1,42,41,419,42,False,False
940,538661,2010-12-13 15:42:00,2010-12-13 15:42:00,15194.0,United Kingdom,1,1,11,11,119,11,False,False
941,538662,2010-12-13 15:44:00,2010-12-13 15:44:00,15159.0,United Kingdom,1,1,46,46,980,46,False,False
942,538663,2010-12-13 15:45:00,2010-12-13 15:45:00,15159.0,United Kingdom,1,1,2,2,8,2,False,False
943,538664,2010-12-13 15:46:00,2010-12-13 15:46:00,14733.0,United Kingdom,1,1,33,33,844,33,False,False
944,538665,2010-12-13 15:56:00,2010-12-13 15:56:00,17576.0,United Kingdom,1,1,10,10,73,10,False,False
945,538666,2010-12-13 15:57:00,2010-12-13 15:57:00,,United Kingdom,0,1,6,6,7,6,False,False
946,538667,2010-12-13 16:01:00,2010-12-13 16:01:00,12748.0,United Kingdom,1,1,1,1,2,1,False,False
947,538668,2010-12-13 16:17:00,2010-12-13 16:17:00,13211.0,United Kingdom,1,1,2,2,46,2,False,False
948,538669,2010-12-13 16:18:00,2010-12-13 16:18:00,12748.0,United Kingdom,1,1,1,1,1,1,False,False
949,538671,2010-12-13 16:38:00,2010-12-13 16:38:00,15777.0,United Kingdom,1,1,5,5,113,5,False,False
950,538678,2010-12-13 16:46:00,2010-12-13 16:46:00,,United Kingdom,0,1,17,16,33,17,False,False
951,538679,2010-12-13 17:03:00,2010-12-13 17:03:00,16455.0,United Kingdom,1,1,11,11,52,11,False,False
952,538683,2010-12-13 17:40:00,2010-12-13 17:40:00,14525.0,United Kingdom,1,1,20,19,312,20,False,False
953,538687,2010-12-14 09:50:00,2010-12-14 09:50:00,13324.0,United Kingdom,1,1,5,5,210,5,False,False
954,538688,2010-12-14 09:50:00,2010-12-14 09:50:00,14829.0,United Kingdom,1,1,7,7,100,7,False,False
955,538689,2010-12-14 09:52:00,2010-12-14 09:52:00,13050.0,United Kingdom,1,1,16,16,146,16,False,False
956,538697,2010-12-14 10:18:00,2010-12-14 10:18:00,13948.0,United Kingdom,1,1,3,3,40,3,False,False
957,538706,2010-12-14 10:34:00,2010-12-14 10:34:00,14667.0,United Kingdom,1,1,13,13,392,13,False,False
958,538707,2010-12-14 10:38:00,2010-12-14 10:38:00,17894.0,United Kingdom,1,1,41,41,74,41,False,False
959,538708,2010-12-14 10:43:00,2010-12-14 10:43:00,16202.0,United Kingdom,1,1,18,18,191,18,False,False
960,538709,2010-12-14 10:46:00,2010-12-14 10:46:00,16442.0,United Kingdom,1,1,44,44,61,44,False,False
961,538710,2010-12-14 10:48:00,2010-12-14 10:48:00,18075.0,United Kingdom,1,1,12,12,117,12,False,False
962,538714,2010-12-14 11:01:00,2010-12-14 11:01:00,14524.0,United Kingdom,1,1,26,26,137,26,False,False
963,538715,2010-12-14 11:03:00,2010-12-14 11:03:00,14907.0,United Kingdom,1,1,18,18,118,18,False,False
964,538716,2010-12-14 11:04:00,2010-12-14 11:04:00,14907.0,United Kingdom,1,1,1,1,12,1,False,False
965,538719,2010-12-14 11:10:00,2010-12-14 11:10:00,15602.0,United Kingdom,1,1,1,1,48,1,False,False
966,538721,2010-12-14 11:11:00,2010-12-14 11:11:00,17526.0,United Kingdom,1,1,1,1,4,1,False,False
967,538722,2010-12-14 11:12:00,2010-12-14 11:12:00,17975.0,United Kingdom,1,1,20,20,104,20,False,False
968,538724,2010-12-14 11:12:00,2010-12-14 11:12:00,,United Kingdom,0,1,1,1,1,1,False,False
969,538744,2010-12-14 11:26:00,2010-12-14 11:26:00,15356.0,United Kingdom,1,1,55,54,110,55,False,False
970,538753,2010-12-14 11:29:00,2010-12-14 11:29:00,14901.0,United Kingdom,1,1,6,6,38,6,False,False
971,538778,2010-12-14 11:37:00,2010-12-14 11:37:00,,United Kingdom,0,1,9,9,13,9,False,False
972,538783,2010-12-14 11:38:00,2010-12-14 11:38:00,14961.0,United Kingdom,1,1,30,30,490,30,False,False
973,538785,2010-12-14 11:39:00,2010-12-14 11:39:00,14961.0,United Kingdom,1,1,8,8,76,8,False,False
974,538795,2010-12-14 11:42:00,2010-12-14 11:42:00,13267.0,United Kingdom,1,1,10,10,109,10,False,False
975,538796,2010-12-14 11:43:00,2010-12-14 11:43:00,17041.0,United Kingdom,1,1,17,17,190,17,False,False
976,538797,2010-12-14 11:44:00,2010-12-14 11:44:00,17685.0,United Kingdom,1,1,1,1,25,1,False,False
977,538799,2010-12-14 11:48:00,2010-12-14 11:48:00,15039.0,United Kingdom,1,1,59,59,225,59,False,False
978,538800,2010-12-14 11:51:00,2010-12-14 11:51:00,16458.0,United Kingdom,1,1,10,10,86,10,False,False
979,538801,2010-12-14 11:51:00,2010-12-14 11:51:00,16083.0,United Kingdom,1,1,17,17,384,17,False,False
980,538807,2010-12-14 12:06:00,2010-12-14 12:06:00,17194.0,United Kingdom,1,1,25,25,112,25,False,False
981,538808,2010-12-14 12:11:00,2010-12-14 12:11:00,14057.0,United Kingdom,1,1,43,43,751,43,False,False
982,538809,2010-12-14 12:17:00,2010-12-14 12:17:00,15514.0,United Kingdom,1,1,11,11,208,11,False,False
983,538810,2010-12-14 12:18:00,2010-12-14 12:18:00,14871.0,United Kingdom,1,1,21,21,33,21,False,False
984,538811,2010-12-14 12:22:00,2010-12-14 12:22:00,13178.0,United Kingdom,1,1,32,32,388,32,False,False
985,538812,2010-12-14 12:25:00,2010-12-14 12:25:00,18044.0,United Kingdom,1,1,6,6,53,6,False,False
986,538814,2010-12-14 12:30:00,2010-12-14 12:30:00,15983.0,United Kingdom,1,1,25,25,140,25,False,False
987,538815,2010-12-14 12:30:00,2010-12-14 12:30:00,18219.0,United Kingdom,1,1,11,11,75,11,False,False
988,538816,2010-12-14 12:35:00,2010-12-14 12:35:00,16812.0,United Kingdom,1,1,15,15,81,15,False,False
989,538817,2010-12-14 12:38:00,2010-12-14 12:38:00,16191.0,United Kingdom,1,1,4,4,360,4,False,False
990,538827,2010-12-14 12:59:00,2010-12-14 12:59:00,14298.0,United Kingdom,1,1,89,89,2552,89,False,False
991,538828,2010-12-14 13:00:00,2010-12-14 13:00:00,14298.0,United Kingdom,1,1,4,4,300,4,False,False
992,538829,2010-12-14 13:00:00,2010-12-14 13:00:00,16191.0,United Kingdom,1,1,1,1,384,1,False,False
993,538830,2010-12-14 13:01:00,2010-12-14 13:01:00,14298.0,United Kingdom,1,1,5,5,78,5,False,False
994,538831,2010-12-14 13:02:00,2010-12-14 13:02:00,18144.0,United Kingdom,1,1,4,4,224,4,False,False
995,538832,2010-12-14 13:03:00,2010-12-14 13:03:00,17158.0,United Kingdom,1,1,25,25,251,25,False,False
996,538836,2010-12-14 13:09:00,2010-12-14 13:09:00,12748.0,United Kingdom,1,1,22,21,111,22,False,False
997,538839,2010-12-14 13:10:00,2010-12-14 13:10:00,14606.0,United Kingdom,1,1,43,42,107,43,False,False
998,538841,2010-12-14 13:11:00,2010-12-14 13:11:00,16899.0,United Kingdom,1,1,16,16,75,16,False,False
999,538843,2010-12-14 13:18:00,2010-12-14 13:18:00,16033.0,United Kingdom,1,1,18,17,45,18,False,False
1000,538844,2010-12-14 13:19:00,2010-12-14 13:19:00,14680.0,United Kingdom,1,1,17,17,470,17,False,False
1001,538845,2010-12-14 13:19:00,2010-12-14 13:19:00,16531.0,United Kingdom,1,1,6,6,74,6,False,False
1002,538846,2010-12-14 13:22:00,2010-12-14 13:22:00,14606.0,United Kingdom,1,1,2,2,4,2,False,False
1003,538849,2010-12-14 13:31:00,2010-12-14 13:31:00,14415.0,United Kingdom,1,1,83,80,458,83,False,False
1004,538850,2010-12-14 13:31:00,2010-12-14 13:31:00,16499.0,United Kingdom,1,1,9,9,59,9,False,False
1005,538851,2010-12-14 13:32:00,2010-12-14 13:32:00,16556.0,United Kingdom,1,1,16,16,187,16,False,False
1006,538852,2010-12-14 13:33:00,2010-12-14 13:33:00,17372.0,United Kingdom,1,1,29,29,107,29,False,False
1007,538853,2010-12-14 13:35:00,2010-12-14 13:35:00,16805.0,United Kingdom,1,1,55,55,270,55,False,False
1008,538854,2010-12-14 13:44:00,2010-12-14 13:44:00,13102.0,United Kingdom,1,1,12,12,152,12,False,False
1009,538855,2010-12-14 13:50:00,2010-12-14 13:50:00,16503.0,United Kingdom,1,1,30,30,219,30,False,False
1010,538856,2010-12-14 13:51:00,2010-12-14 13:51:00,14057.0,United Kingdom,1,1,5,5,220,5,False,False
1011,538857,2010-12-14 13:58:00,2010-12-14 13:58:00,15311.0,United Kingdom,1,1,10,10,62,10,False,False
1012,538858,2010-12-14 13:58:00,2010-12-14 13:58:00,16553.0,United Kingdom,1,1,11,11,640,11,False,False
1013,538859,2010-12-14 13:59:00,2010-12-14 13:59:00,16553.0,United Kingdom,1,1,6,6,428,6,False,False
1014,538860,2010-12-14 14:02:00,2010-12-14 14:02:00,17757.0,United Kingdom,1,1,12,12,52,12,False,False
1015,538862,2010-12-14 14:11:00,2010-12-14 14:11:00,16710.0,United Kingdom,1,1,17,17,52,17,False,False
1016,538863,2010-12-14 14:15:00,2010-12-14 14:15:00,16919.0,United Kingdom,1,1,43,43,138,43,False,False
1017,538864,2010-12-14 14:26:00,2010-12-14 14:26:00,17739.0,United Kingdom,1,1,5,5,90,5,False,False
1018,538865,2010-12-14 14:37:00,2010-12-14 14:37:00,13238.0,United Kingdom,1,1,5,5,33,5,False,False
1019,538866,2010-12-14 14:40:00,2010-12-14 14:40:00,17841.0,United Kingdom,1,1,67,66,318,67,False,False
1020,538867,2010-12-14 14:41:00,2010-12-14 14:41:00,,United Kingdom,0,1,1,1,1,1,False,False
1021,538868,2010-12-14 14:42:00,2010-12-14 14:42:00,17017.0,United Kingdom,1,1,27,27,814,27,False,False
1022,538869,2010-12-14 14:50:00,2010-12-14 14:50:00,15107.0,United Kingdom,1,1,3,3,43,3,False,False
1023,538870,2010-12-14 14:54:00,2010-12-14 14:54:00,12829.0,United Kingdom,1,1,5,5,125,5,False,False
